@relation Bank_limited-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C0-K8-P500.0-S1-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0

@attribute age numeric
@attribute job {unemployed,services,management,blue-collar,self-employed,technician,entrepreneur,admin.,student,housemaid,retired,unknown}
@attribute marital {married,single,divorced}
@attribute education {primary,secondary,tertiary,unknown}
@attribute balance numeric
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute contact {cellular,unknown,telephone}
@attribute day numeric
@attribute month {oct,may,apr,jun,feb,aug,jan,jul,nov,sep,mar,dec}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute poutcome {unknown,failure,other,success}
@attribute y {no,yes}

@data
43,technician,married,secondary,17,yes,no,unknown,16,may,353,4,-1,0,unknown,no
59.147525,management,married,secondary,826.791678,no,no,cellular,13.590794,feb,617.838221,1,182.311111,3.115117,unknown,yes
56,blue-collar,married,secondary,345,yes,no,telephone,22,jul,605,1,-1,0,unknown,no
45,admin.,married,secondary,0,no,no,cellular,19,aug,145,10,-1,0,unknown,no
32.013012,management,divorced,tertiary,2.974525,yes,no,cellular,21.551101,apr,137.245356,2.941055,-1,0,unknown,yes
28,blue-collar,married,primary,60,yes,no,cellular,6,may,161,1,337,1,failure,no
33,management,married,unknown,18347,yes,no,unknown,23,may,415,1,-1,0,unknown,no
57.814295,management,married,secondary,1058.376712,yes,no,cellular,14.113473,aug,182.019847,1,359.14806,1,other,yes
30,blue-collar,married,secondary,501,yes,yes,unknown,27,may,514,1,-1,0,unknown,no
47.375552,management,married,secondary,1180.167945,no,no,cellular,29.260592,aug,935.148314,1.044174,66.015907,0.243277,unknown,yes
64.796735,admin.,married,secondary,3853.64342,no,no,cellular,4.656017,apr,206.783306,1.62452,183.129706,2,success,yes
31.312676,blue-collar,married,secondary,0,yes,no,cellular,17.992117,jul,1479.183481,7.288675,-1,0,unknown,yes
46.169869,management,single,secondary,4418.198059,yes,no,cellular,19.873516,may,732.532504,1.638226,86.486386,0.778327,unknown,yes
26,admin.,single,secondary,96,yes,no,cellular,13,may,612,2,348,3,other,no
46,management,single,tertiary,593,yes,no,cellular,29,jan,190,3,-1,0,unknown,no
42.207083,management,married,secondary,7.342083,no,no,cellular,6.17787,may,535.101577,2.676758,-1,0,unknown,yes
37,technician,single,secondary,3665,no,no,cellular,12,aug,664,3,-1,0,unknown,yes
36,management,married,secondary,492.467851,no,no,cellular,18.495782,aug,163.581488,6.28268,97.101576,1.508819,unknown,yes
47.839324,housemaid,married,secondary,946.543694,no,no,cellular,3.760333,oct,368.924068,1,-1,0,unknown,yes
27.281785,admin.,married,secondary,464.636949,no,no,cellular,22.693147,jul,659.884499,5.753468,-1,0,unknown,yes
36,self-employed,married,tertiary,16,yes,yes,cellular,18,jul,95,4,-1,0,unknown,no
46,entrepreneur,married,unknown,242,yes,no,unknown,9,may,332,2,-1,0,unknown,no
30,admin.,married,tertiary,400,yes,no,cellular,7,may,223,1,-1,0,unknown,no
44.499972,retired,married,tertiary,658.400624,yes,no,cellular,5.683858,apr,257.923127,2.376507,-1,0,unknown,yes
26,entrepreneur,single,tertiary,81,no,no,cellular,21,jul,262,3,-1,0,unknown,no
64,retired,married,tertiary,846,no,no,cellular,11,feb,671,1,181,3,failure,yes
67.84551,management,married,secondary,410.1667,no,no,cellular,9.720398,aug,250.199905,1,91.005676,2.300809,unknown,yes
36,management,divorced,tertiary,649,no,no,cellular,16,jul,237,2,91,1,failure,no
41,admin.,married,secondary,21515,yes,no,unknown,5,jun,87,1,-1,0,unknown,no
34,admin.,married,secondary,50,yes,no,unknown,20,may,89,2,-1,0,unknown,no
54,blue-collar,married,primary,2281,yes,no,unknown,20,jun,158,1,-1,0,unknown,no
34,entrepreneur,married,tertiary,-28,yes,no,cellular,16,jul,574,1,-1,0,unknown,no
38.337983,technician,married,secondary,528.351247,no,no,cellular,16.702023,apr,364.25651,2,-1,0,unknown,yes
23,blue-collar,single,primary,8627,yes,no,unknown,3,jun,281,1,-1,0,unknown,no
32.436382,management,married,tertiary,280.115432,yes,no,cellular,14.702296,may,781.396105,1.54937,-1,0,unknown,yes
25,services,married,secondary,72,yes,no,cellular,23,jul,305,2,-1,0,unknown,no
47,unknown,married,unknown,677,no,no,cellular,7,aug,384,1,99,4,success,no
38.807057,management,married,tertiary,5634.742423,no,no,cellular,28.988246,feb,356.207205,1.057917,84.362304,1.069861,unknown,yes
44.660692,technician,married,secondary,224.555409,no,no,cellular,3.222126,oct,211.255898,1,90.434113,4.118674,unknown,yes
29.8433,management,single,secondary,-8.217976,no,no,cellular,14.976395,aug,551.571657,1.74751,-1,0,unknown,yes
34.489031,management,married,secondary,1030.977956,no,no,cellular,12.175836,may,224.235055,1.684077,87.116842,0.276991,unknown,yes
33,management,single,secondary,8004,no,no,cellular,19,nov,414,3,-1,0,unknown,no
36,blue-collar,married,secondary,439,yes,no,unknown,21,may,260,5,-1,0,unknown,no
28,student,single,secondary,28,no,no,cellular,29,jan,220,2,-1,0,unknown,no
29,management,married,tertiary,877,no,no,cellular,3,feb,166,3,-1,0,unknown,no
34.337909,services,married,secondary,863.900903,no,no,cellular,9.871677,apr,797.811897,3.914723,109.189189,4.473388,unknown,yes
33,management,married,secondary,3935,yes,no,cellular,6,may,765,1,342,2,failure,yes
52.549399,management,married,secondary,1832.894031,yes,no,cellular,23.565959,aug,485.671243,3.159479,232.646453,2.793369,failure,yes
35.22382,management,single,secondary,0,no,no,cellular,19.26892,may,600.302931,1.83316,-1,0,unknown,yes
29,blue-collar,single,secondary,309,yes,no,cellular,11,may,471,3,-1,0,unknown,no
42,housemaid,married,primary,14752,no,no,unknown,19,may,107,2,-1,0,unknown,no
43,management,single,secondary,-1164,yes,yes,cellular,18,jul,76,4,-1,0,unknown,no
31,admin.,single,secondary,5527,yes,no,unknown,21,may,132,1,-1,0,unknown,no
35,technician,divorced,secondary,308,no,no,cellular,22,aug,77,2,-1,0,unknown,no
33.490952,student,single,secondary,268.698351,no,no,cellular,9.604015,oct,174.144002,1.303403,16.976447,0.819735,unknown,yes
41,technician,married,secondary,55,yes,no,cellular,6,aug,185,4,-1,0,unknown,no
36,technician,married,tertiary,60,no,no,cellular,19,aug,209,2,-1,0,unknown,no
38.947429,retired,married,secondary,655.215618,yes,no,cellular,19.747195,apr,357.033933,3.650239,-1,0,unknown,yes
34,entrepreneur,married,secondary,1847,yes,no,cellular,9,apr,543,3,321,6,failure,no
30,blue-collar,married,primary,1317,yes,no,unknown,21,may,395,2,-1,0,unknown,no
30,admin.,single,secondary,1009,yes,no,cellular,29,jan,253,1,-1,0,unknown,no
31,entrepreneur,married,tertiary,5191,no,no,cellular,20,nov,187,2,-1,0,unknown,no
53,management,married,secondary,66,no,yes,telephone,8,jul,141,1,-1,0,unknown,no
57,technician,married,secondary,589,yes,no,cellular,2,feb,223,1,76,4,failure,no
39.162925,blue-collar,single,secondary,-251.897001,yes,no,cellular,18.828433,may,1121.737407,3.406239,-1,0,unknown,yes
35,unemployed,married,secondary,977,yes,no,cellular,4,may,52,4,91,1,other,no
41.165172,management,married,tertiary,2780.333386,yes,no,cellular,16.427075,aug,888.910535,6.439179,-1,0,unknown,yes
37,blue-collar,married,primary,190,yes,yes,unknown,8,may,194,1,-1,0,unknown,no
55,services,divorced,primary,653,no,no,unknown,6,jun,800,1,-1,0,unknown,no
33,blue-collar,married,secondary,139,yes,yes,cellular,18,may,732,2,291,5,failure,yes
41,admin.,single,secondary,1020,yes,no,unknown,19,may,882,1,-1,0,unknown,yes
35,management,married,tertiary,32,yes,no,cellular,21,nov,180,1,-1,0,unknown,no
49,services,married,secondary,823,no,no,cellular,8,aug,780,4,-1,0,unknown,yes
43.949086,technician,single,secondary,2561.086275,no,no,cellular,19.043368,oct,135.37253,1.557017,196.418515,0.089696,success,yes
52,unknown,married,primary,247,no,no,cellular,29,jul,268,6,-1,0,unknown,no
49,entrepreneur,divorced,unknown,-701,yes,no,cellular,30,jul,988,2,-1,0,unknown,yes
54.972548,blue-collar,married,secondary,-322.316458,yes,no,cellular,25.133845,may,767.253767,1.640735,-1,0,unknown,yes
49,blue-collar,divorced,primary,15,yes,no,unknown,27,may,550,7,-1,0,unknown,no
35,blue-collar,married,primary,319,yes,no,cellular,16,jul,221,1,-1,0,unknown,no
46.509369,management,married,secondary,456.490531,no,no,cellular,5,aug,507.667323,1,63.505149,0.746226,unknown,yes
51.750288,blue-collar,married,secondary,2231.068104,no,no,cellular,23.285566,feb,157.454677,1.17698,-1,0,unknown,yes
44,blue-collar,married,primary,2657,yes,no,unknown,20,jun,202,2,-1,0,unknown,no
40,technician,married,secondary,1259,no,no,unknown,20,may,234,5,-1,0,unknown,no
33,management,single,secondary,1558,yes,no,cellular,17,apr,97,1,-1,0,unknown,no
35,technician,single,tertiary,7546,yes,no,cellular,28,dec,137,1,122,3,failure,no
36,blue-collar,married,secondary,-461,no,no,cellular,11,may,254,2,353,1,failure,no
40,admin.,single,secondary,1670,yes,no,unknown,18,jun,161,2,-1,0,unknown,no
29.58282,technician,single,secondary,207.238876,no,no,cellular,23.446696,mar,373.37192,1.526311,-1,0,unknown,yes
37.866808,services,married,secondary,80.41103,yes,no,cellular,7.303583,may,595.532008,2.776221,-1,0,unknown,yes
33.67306,services,single,secondary,171.847622,no,no,cellular,12.38925,jun,95.492787,1,-1,0,unknown,yes
30,self-employed,married,secondary,1772,yes,no,cellular,13,apr,158,4,-1,0,unknown,no
51,management,single,tertiary,2139,no,no,cellular,17,nov,176,2,-1,0,unknown,no
46,management,divorced,secondary,558,no,no,cellular,19,aug,126,6,-1,0,unknown,no
35,admin.,divorced,secondary,-402,yes,no,cellular,17,apr,46,1,-1,0,unknown,no
31.576188,services,married,secondary,214.521355,yes,no,cellular,17.583374,may,1049.866147,3.371409,-1,0,unknown,yes
36,technician,married,secondary,191,no,no,cellular,31,aug,69,1,-1,0,unknown,no
33,services,divorced,secondary,411,yes,no,unknown,8,may,216,1,-1,0,unknown,no
29.875316,blue-collar,married,secondary,629.050636,yes,no,cellular,4.643767,may,1503.54384,1.089441,113.119558,3.446392,unknown,yes
31.608337,services,married,secondary,168.224992,no,no,cellular,6.602037,oct,239.875136,1.417436,110.33225,3.190611,success,yes
28.717251,technician,married,secondary,458.643652,no,no,cellular,20.943625,apr,409.849611,1.526392,-1,0,unknown,yes
28,management,single,tertiary,-30.529158,no,no,cellular,7.772197,oct,236.638968,1.742512,98.950096,10.270535,success,yes
38,blue-collar,single,tertiary,14058,no,no,telephone,17,jul,293,20,-1,0,unknown,no
44,management,married,tertiary,724,yes,no,cellular,17,nov,157,2,172,1,failure,no
42,admin.,married,unknown,642,yes,yes,unknown,16,may,509,2,-1,0,unknown,no
83,retired,divorced,primary,0,no,no,telephone,31,may,664,1,77,3,success,no
28.848893,services,married,secondary,440.333694,no,no,cellular,9.293264,apr,487.201962,2.036621,94.583414,2.28908,unknown,yes
35,entrepreneur,single,secondary,475,no,yes,cellular,21,jul,936,4,-1,0,unknown,no
36,blue-collar,married,secondary,2357,yes,no,unknown,17,jun,228,2,-1,0,unknown,no
35.412513,management,married,tertiary,2752.665462,yes,no,cellular,18.016462,aug,878.756222,4.776972,23.181724,0.734765,unknown,yes
32.039823,student,single,secondary,379.297206,no,no,cellular,16.708229,aug,252.494241,1.317628,33.417303,1.543351,unknown,yes
69,retired,married,unknown,426,no,no,telephone,9,mar,225,1,90,1,success,yes
50,services,single,secondary,72,no,no,unknown,8,may,141,2,-1,0,unknown,no
45.526654,management,married,tertiary,10149.569053,no,no,cellular,7.849616,jun,645.611348,1.17691,194.977479,0.140063,unknown,yes
42,blue-collar,divorced,secondary,47,yes,yes,unknown,8,may,141,1,-1,0,unknown,no
52,management,married,tertiary,1339,yes,no,cellular,22,aug,343,5,-1,0,unknown,no
35,technician,divorced,secondary,56,no,no,cellular,29,aug,24,12,-1,0,unknown,no
52,unknown,married,secondary,142,no,no,cellular,25,aug,112,6,-1,0,unknown,no
33.357196,blue-collar,single,secondary,223.035239,no,no,cellular,19.614926,mar,393.324679,1.407916,-1,0,unknown,yes
30,admin.,single,secondary,302.488622,no,no,cellular,26.734625,apr,600.309101,1.680898,41.006079,1.765192,unknown,yes
43,blue-collar,married,secondary,625,yes,no,unknown,30,sep,175,1,-1,0,unknown,no
28.052991,technician,single,secondary,213.821575,no,no,cellular,29.006625,mar,304.638443,1.659215,-1,0,unknown,yes
62.664678,admin.,married,secondary,3754.676571,no,no,cellular,20.378658,apr,189.752604,1,186.684982,2.707784,success,yes
58,retired,married,unknown,937,no,no,cellular,5,aug,155,1,-1,0,unknown,no
32,management,single,tertiary,574,yes,no,cellular,14,apr,259,2,145,3,failure,no
50,management,married,tertiary,1240,no,no,cellular,12,aug,474,2,-1,0,unknown,no
50,management,married,tertiary,-94,no,yes,unknown,25,jun,75,1,-1,0,unknown,no
53,admin.,married,secondary,459,no,no,cellular,14,oct,317,6,192,1,success,no
36,technician,married,secondary,300,no,no,unknown,9,jun,287,1,-1,0,unknown,no
29,technician,single,secondary,103,no,no,unknown,19,may,314,1,-1,0,unknown,no
52.57282,management,single,secondary,32.156055,no,no,cellular,19.401948,aug,498.439256,2,-1,0,unknown,yes
53,unknown,married,unknown,13,no,no,telephone,28,jan,69,1,-1,0,unknown,no
65.782817,management,married,tertiary,4088.752826,yes,no,cellular,13.983092,apr,293.15767,2.894476,106.405697,1.264123,unknown,yes
40.88408,management,married,primary,378.922762,yes,no,cellular,9.569557,jul,777.366781,2.84236,-1,0,unknown,yes
56,retired,married,secondary,3948,no,no,cellular,3,apr,484,1,135,3,failure,no
33,blue-collar,married,primary,3074,no,no,cellular,18,nov,679,1,-1,0,unknown,no
34,management,single,tertiary,0,no,no,cellular,21,aug,191,2,-1,0,unknown,no
32.047743,technician,married,secondary,707.351421,yes,no,cellular,12.750252,may,583.400171,1.867997,-1,0,unknown,yes
57,services,divorced,secondary,4664,no,no,cellular,21,nov,22,4,114,1,failure,no
37.468404,management,married,secondary,721.804956,no,no,cellular,12.818995,oct,360.136433,2,386.94458,2.899573,success,yes
31,technician,married,secondary,3706,yes,no,cellular,20,nov,129,1,-1,0,unknown,no
53,admin.,married,secondary,459,no,no,cellular,5,apr,558,1,-1,0,unknown,yes
47,technician,married,secondary,1233,yes,no,unknown,11,sep,91,1,100,2,other,yes
31,technician,single,secondary,373,no,no,cellular,22,aug,346,5,-1,0,unknown,no
41,technician,married,secondary,1602,yes,no,cellular,2,jun,142,1,-1,0,unknown,no
28,management,single,unknown,81,no,yes,cellular,8,jul,158,1,-1,0,unknown,no
46,admin.,married,secondary,556,yes,yes,unknown,15,may,646,3,-1,0,unknown,yes
38,management,single,tertiary,0,yes,no,cellular,17,nov,213,2,-1,0,unknown,no
49.65488,technician,married,secondary,109.016483,no,no,cellular,10.296924,aug,354.599179,1.924464,181.331255,5.691352,success,yes
45,entrepreneur,married,primary,58,yes,no,telephone,13,may,119,3,371,3,failure,no
35,technician,married,secondary,94,yes,yes,unknown,14,may,208,5,-1,0,unknown,no
56,retired,married,secondary,344,yes,no,unknown,15,may,221,1,-1,0,unknown,no
44.960808,admin.,married,secondary,3533.827308,no,no,cellular,17.877149,nov,174.915487,1.075224,183,1,success,yes
40.979878,management,single,secondary,-7.095233,no,no,cellular,25.120545,aug,539.779867,1,-1,0,unknown,yes
39.276936,management,married,tertiary,5772.585581,no,no,cellular,16.863738,feb,330.874905,4.298191,119.141411,0.520298,unknown,yes
35.887576,management,married,tertiary,2767.135207,yes,no,cellular,20.305762,aug,710.870131,1.792623,78.575085,2.122622,unknown,yes
44.525114,management,married,secondary,3539.241234,no,no,cellular,18.424635,aug,796.345454,2.151752,-1,0,unknown,yes
32,technician,married,secondary,3333,no,no,cellular,8,aug,50,4,-1,0,unknown,no
36.020228,services,married,secondary,102.34741,yes,no,cellular,16.510149,may,1026.130955,5.002613,-1,0,unknown,yes
33.307365,management,married,tertiary,2018.993855,no,no,cellular,18.724498,feb,146.534976,1.689577,18.272844,0.787843,success,yes
35,blue-collar,married,secondary,137,no,yes,unknown,4,oct,5,1,808,12,failure,no
57.613,management,married,tertiary,1324.4027,no,no,cellular,14.476096,aug,431.485066,6.016326,-1,0,unknown,yes
44,services,divorced,secondary,0,yes,no,unknown,4,jun,389,5,-1,0,unknown,no
41.815235,management,married,tertiary,3359.822768,no,no,cellular,13.951759,nov,650.420606,3.741564,-1,0,unknown,yes
40.565594,management,married,secondary,1296.527531,no,no,cellular,24.80989,may,92.917596,1,39.263311,1.526532,unknown,yes
26,student,single,secondary,-147,no,no,unknown,4,jun,95,2,-1,0,unknown,no
34,technician,married,tertiary,5060,yes,no,cellular,21,aug,12,21,-1,0,unknown,no
34,housemaid,married,primary,2929,no,no,cellular,14,aug,518,2,-1,0,unknown,yes
31.836658,admin.,married,secondary,2228.863873,no,no,cellular,7.293565,feb,130.448242,1,-1,0,unknown,yes
41,blue-collar,married,primary,389,yes,no,unknown,16,jun,87,6,-1,0,unknown,no
38.072797,management,married,secondary,0,no,no,cellular,19.6593,oct,146.014236,2.28272,32.925752,5.919852,unknown,yes
45,blue-collar,married,primary,13117,no,no,unknown,11,jun,42,2,-1,0,unknown,no
46,blue-collar,married,primary,174,no,yes,cellular,15,jul,90,1,-1,0,unknown,no
49,management,single,tertiary,151,yes,no,cellular,8,jul,97,3,-1,0,unknown,yes
33,technician,married,secondary,575,no,yes,cellular,4,feb,254,2,-1,0,unknown,no
38,management,single,tertiary,5244,no,no,cellular,8,aug,310,4,-1,0,unknown,no
49,blue-collar,married,primary,371,yes,no,cellular,31,jul,18,44,-1,0,unknown,no
53,management,married,tertiary,15,no,no,cellular,20,aug,921,2,-1,0,unknown,yes
48.093682,management,married,tertiary,3356.973241,no,no,cellular,13.662578,nov,681.295369,3.27084,23.639849,0.576377,unknown,yes
32,services,single,secondary,406,yes,no,unknown,6,may,227,1,-1,0,unknown,no
55.380417,technician,married,secondary,471.770216,no,no,cellular,20.320346,apr,425.201865,1,6.134112,0.968403,unknown,yes
55,retired,married,primary,-966,no,yes,cellular,14,may,104,1,-1,0,unknown,no
37.966914,management,married,tertiary,543.506887,no,no,cellular,17.73798,aug,223.684273,3.176999,174.207464,5.574378,success,yes
33,management,single,tertiary,71,no,no,cellular,22,aug,107,6,-1,0,unknown,no
51.359351,technician,married,secondary,195.294302,no,no,cellular,15.510109,feb,220.204949,1,94.963503,3.188647,success,yes
31,services,married,secondary,428,yes,no,unknown,21,may,272,1,-1,0,unknown,no
40,entrepreneur,married,tertiary,3571,no,no,unknown,9,jun,222,3,-1,0,unknown,no
35,self-employed,single,tertiary,44,no,no,cellular,7,sep,310,2,96,2,other,no
35,admin.,divorced,secondary,148,no,yes,cellular,8,jul,199,1,-1,0,unknown,no
32.635793,services,single,secondary,10.214042,yes,no,cellular,15.080018,jul,1101.821728,1.354972,-1,0,unknown,yes
43.600224,management,married,secondary,3671.792109,no,no,cellular,11.759824,nov,720.018795,2.137049,-1,0,unknown,yes
40,technician,single,secondary,641,no,no,cellular,16,jul,156,6,-1,0,unknown,no
33.606832,management,single,tertiary,5299.714111,no,no,cellular,22.783902,apr,304.461071,3.550457,168.105739,0.402495,unknown,yes
42,blue-collar,married,primary,-10,yes,no,unknown,9,may,291,4,-1,0,unknown,no
33,technician,single,secondary,647,yes,yes,cellular,4,feb,124,1,273,1,other,no
49.327264,management,married,primary,3369.758571,no,no,cellular,10.613316,oct,262.715775,3.901132,-1,0,unknown,yes
38,blue-collar,married,primary,168,yes,yes,telephone,13,may,212,3,-1,0,unknown,no
